"year","team","cash_paid","name","position","gCoeff","mean_cash","median_cash","top_cash","bot_cash","players_recorded"
2017,"Browns",465000,"Justin Currie","linebacker",0.747233321931605,2030423.66666667,540000,20723004,7200,84
2018,"Seahawks",76000,"Justin Currie","linebacker",0.67928276647859,2065097.40909091,630000,15500000,0,88
2016,"49ers",13800,"Brandon Chubb","linebacker",0.668932705113976,1606868.57446809,627500,14300000,13800,94
2017,"Lions",348000,"Brandon Chubb","linebacker",0.73983030237609,2467793.59090909,615000,5.1e+07,0,88
2018,"Panthers",91200,"Brandon Chubb","linebacker",0.654445480989583,2113041.94252874,823529,1.5e+07,15200,87
2015,"Saints",6600,"Jeff Luc","linebacker",0.697129050697656,1614393.63953488,524866,1.9e+07,6600,86
2016,"Texans",117300,"Shakeel Rashad","linebacker",0.667380220831577,1931596.81521739,604615,2.1e+07,20700,92
2016,"Eagles",75900,"Don Cherry","linebacker",0.689568457228821,2737490.01149425,675000,27299000,26471,87
2016,"Jaguars",20700,"Raphael Kirby","linebacker",0.674348645527546,2021610.63218391,6e+05,1.8e+07,6900,87
2016,"Rams",13800,"Reggie Northrup","linebacker",0.704348514775152,1712812.57647059,575575,18968308,0,85
2015,"Falcons",19800,"Curtis Grant","linebacker",0.661942237902348,1707503.24,585000,2.2e+07,6600,75
2016,"49ers",103500,"Curtis Grant","linebacker",0.668932705113976,1606868.57446809,627500,14300000,13800,94
2017,"Giants",403235,"Curtis Grant","linebacker",0.711157059354585,1772409.44554455,540000,22500000,7200,101
2015,"Texans",408484,"Reshard Cliett","linebacker",0.691273614975975,1942222.55294118,585000,19969000,6600,85
2016,"Cardinals",20700,"Reshard Cliett","linebacker",0.711663454136957,1761238.45555556,6e+05,18500000,0,90
2018,"Vikings",129200,"Reshard Cliett","linebacker",0.698175197916539,2614153.20930233,630000,2.6e+07,38000,86
2019,"Vikings",32000,"Reshard Cliett","linebacker",0.69514083530612,2879458.17567568,678974.5,2.8e+07,0,74
2014,"Jets",56700,"Chris Young","linebacker",0.593824619188226,1387784.76,645000,1e+07,12600,75
2016,"Patriots",88500,"Trevor Bates","linebacker",0.640532314606896,1941340.61842105,705859,28764706,6900,76
2017,"Giants",21600,"Trevor Bates","linebacker",0.711157059354585,1772409.44554455,540000,22500000,7200,101
2018,"Lions",310588,"Trevor Bates","linebacker",0.683465286550028,2064429.80232558,648500,17143000,7600,86
2016,"Steelers",333000,"Kevin Anderson","linebacker",0.690224691786732,1769544.94117647,6e+05,18070000,0,85
2014,"Chargers",88200,"Colton Underwood","linebacker",0.635229130255372,1447380.43902439,645000,13800000,12600,82
2015,"Raiders",33000,"Colton Underwood","linebacker",0.640699873814228,1667718.46987952,660000,15177268,6600,83
2014,"Patriots",318000,"Cameron Gordon","linebacker",0.608563712553925,1332517.4125,570000,1.2e+07,0,80
2015,"Chargers",322000,"Chi Chi Ariguzo","linebacker",0.735950432160008,1863272.3372093,585000,37500000,6600,86
2015,"Washington",39600,"Derrick Mathews ","linebacker",0.677560977579379,1859847.19318182,595000,19038000,6600,88
2016,"Packers",41400,"Derrick Mathews ","linebacker",0.681950508379622,1821540.58441558,6e+05,16700000,0,77
2017,"Giants",27353,"Derrick Mathews ","linebacker",0.711157059354585,1772409.44554455,540000,22500000,7200,101
2015,"Colts",326000,"Junior Sylvestre","linebacker",0.66966488349321,1896102.41860465,619000,1.8e+07,6600,86
2015,"Patriots",19800,"Kevin Snyder","linebacker",0.67650088470837,1673015.93181818,639375,17937500,6600,88
2016,"Broncos",20700,"Kevin Snyder","linebacker",0.731308520712263,2163576.18518519,550356,25500000,0,81
2015,"Ravens",112200,"Brennen Beyer","linebacker",0.670331403495885,1444946.19791667,555000,1.4e+07,6600,96
2016,"Ravens",52941,"Brennen Beyer","linebacker",0.699342432920995,2007150.98913043,6e+05,4.4e+07,0,92
2016,"Seahawks",117300,"Kache Palacio","linebacker",0.715175108667845,1692534.18947368,525000,12687500,0,95
2017,"Seahawks",14400,"Kache Palacio","linebacker",0.67566832016162,1913553.89473684,615000,13182817,14400,95
2017,"Packers",36000,"Ahmad Thomas","linebacker",0.718306347050124,2056387.56470588,540000,20650000,7200,85
2018,"Colts",84706,"Ahmad Thomas","linebacker",0.697212344359531,1584963.45054945,555000,1.8e+07,0,91
2019,"Falcons",100588,"Ahmad Thomas","linebacker",0.718741038185719,2896300.03614458,805000,26500000,8000,83
2011,"Colts",0,"Adrian Moten","linebacker",0.696530827674152,2312525.43243243,525000,26400000,0,37
2011,"Patriots",330882,"Jeff Tarpinian","linebacker",0.650414018805733,2262350.26666667,931000,21500000,22059,30
2013,"Texans",293824,"Jeff Tarpinian","linebacker",0.63895182443094,1455020.02666667,555000,10500000,0,75
2014,"Texans",645000,"Jeff Tarpinian","linebacker",0.688506180194238,1503464.04651163,570000,14938544,12600,86
2011,"Packers",375000,"Vic So'oto","linebacker",0.617828214360861,2383018.89361702,6e+05,10962500,0,47
2013,"Eagles",417000,"Jake Knott","linebacker",0.605973799428385,2177056.56521739,725000,13223620,12000,69
2014,"Dolphins",6300,"Jake Knott","linebacker",0.640950319893614,1659745.6547619,576400,15050000,6300,84
2014,"Buccaneers",31500,"Denicos Allen","linebacker",0.712504287491898,1639543.27848101,532000,20300000,12600,79
2014,"Texans",74118,"Jason Ankrah","linebacker",0.688506180194238,1503464.04651163,570000,14938544,12600,86
2015,"Titans",112200,"Jason Ankrah","linebacker",0.618816644713572,1709261.91358025,680000,16305164,13200,81
2013,"Packers",119118,"Victor Aiyewa","linebacker",0.697885537871242,2185149.06493506,630000,4e+07,23824,77
2013,"Chiefs",0,"Robert James","linebacker",0.652054635606886,2234726.02816901,601083,1.6e+07,0,71
2014,"Packers",107100,"Adrian Hubbard","linebacker",0.668299359398418,1707800.9625,570000,14937500,12600,80
2012,"Bengals",393000,"Brandon Joiner","linebacker",0.519523935008603,1657308.10869565,715125,6700000,91765,46
2013,"Bengals",288000,"Brandon Joiner","linebacker",0.6359481531057,1911776.61333333,717300,1.9e+07,0,75
2013,"Giants",84706,"Marcus Dowtin","linebacker",0.615133195328852,1751658.89855072,715000,13550000,23824,69
2014,"Jaguars",116471,"A.J. Edds","linebacker",0.648581812973612,1446668.325,523526,13761672,0,80
2013,"Texans",290500,"Evan Frierson","linebacker",0.63895182443094,1455020.02666667,555000,10500000,0,75
2013,"Washington",292000,"Jeremy Kimbrough","linebacker",0.520024321966435,1286781.92,630000,6e+06,6000,75
2013,"Cardinals",371956,"Daniel Giordano","linebacker",0.56905505032384,1684027.44444444,806647.5,13250000,72000,72
2013,"Rams",303000,"Phillip Steward","linebacker",0.6654577439056,1922489.77941176,580750,1.4e+07,18000,68
2014,"Buccaneers",44100,"Jeremy Grable","linebacker",0.712504287491898,1639543.27848101,532000,20300000,12600,79
2014,"Jaguars",37800,"Marcus Whitfield","linebacker",0.648581812973612,1446668.325,523526,13761672,0,80
2014,"Bills",107100,"Jimmy Gaines","linebacker",0.625523714473296,1828827.04054054,635608.5,13400000,18900,74
2013,"Rams",28235,"Sammy Brown","linebacker",0.6654577439056,1922489.77941176,580750,1.4e+07,18000,68
2015,"Jaguars",112200,"Todd Thomas","linebacker",0.671732528653445,1683416.53488372,580969,15778812,0,86
2014,"Seahawks",308000,"Mike Taylor","linebacker",0.694149104863801,1588420.97701149,570000,14225000,0,87
2014,"Chargers",306000,"Alvin Scioneaux","linebacker",0.635229130255372,1447380.43902439,645000,13800000,12600,82
2014,"Bears",296471,"Devekeyan Lattimore","linebacker",0.709690050440109,1652692.7,554717.5,22500000,12600,80
2013,"Broncos",1200000,"Stewart Bradley","linebacker",0.635576229912459,2024289.69230769,771000,2.5e+07,36000,65
2014,"Raiders",49412,"Spencer Hadley","linebacker",0.63078242201629,1469983.06976744,570000,12323272,6300,86
2013,"Saints",765000,"Will Herring","linebacker",0.589855287254409,1644241.58571429,727500,1e+07,0,70
2014,"Rams",603529,"Will Herring","linebacker",0.68426502336462,1910058.41025641,577775.5,14219344,12600,78
2014,"Panthers",12600,"Horace Miller","linebacker",0.629609860918803,1369942.62962963,570000,13116000,12600,81
2014,"Browns",31500,"Keith Pough","linebacker",0.713791249351257,1783461.13580247,570000,20878193,0,81
2012,"Bears",1125000,"Blake Costanzo","linebacker",0.580810499833908,1946920.95555556,835200,9800000,0,45
2013,"Bears",740000,"Blake Costanzo","linebacker",0.623661217309012,2331588.95081967,765609,13200000,36000,61
2013,"Falcons",489706,"Omar Gaither","linebacker",0.66625442202036,2095763.703125,608370,3e+07,23824,64
2013,"Bengals",214412,"J.K. Schaffer","linebacker",0.6359481531057,1911776.61333333,717300,1.9e+07,0,75
2013,"Bengals",642353,"Michael Boley","linebacker",0.6359481531057,1911776.61333333,717300,1.9e+07,0,75
2013,"Lions",840000,"Rocky McIntosh","linebacker",0.707585147293504,2517206.13235294,872500,31500000,0,68
2013,"Giants",8e+05,"Keith Rivers","linebacker",0.615133195328852,1751658.89855072,715000,13550000,23824,69
2014,"Bills",2350000,"Keith Rivers","linebacker",0.625523714473296,1828827.04054054,635608.5,13400000,18900,74
2013,"Panthers",359118,"Jason Williams","linebacker",0.556549617901785,1350014.79452055,630000,1e+07,96000,73
2014,"Buccaneers",128824,"Jason Williams","linebacker",0.712504287491898,1639543.27848101,532000,20300000,12600,79
2013,"Vikings",765000,"Marvin Mitchell","linebacker",0.644827524950763,1954094.82608696,642150,14280612,0,69
2013,"Washington",940000,"Nick Barnett","linebacker",0.520024321966435,1286781.92,630000,6e+06,6000,75
2012,"Saints",3300000,"Jonathan Vilma","linebacker",0.664939933177982,3125487.60416667,719276,4e+07,32941,48
2013,"Saints",1200000,"Jonathan Vilma","linebacker",0.589855287254409,1644241.58571429,727500,1e+07,0,70
2012,"Seahawks",1500000,"Heath Farwell","linebacker",0.609843392717529,2270592.45283019,540000,1e+07,5700,53
2013,"Seahawks",1500000,"Heath Farwell","linebacker",0.637286277771272,1906475.52857143,555000,14500000,36000,70
2014,"Seahawks",1500000,"Heath Farwell","linebacker",0.694149104863801,1588420.97701149,570000,14225000,0,87
2012,"Titans",830000,"Patrick Bailey","linebacker",0.628004148490958,2355934.60526316,660500,1.2e+07,34200,38
2013,"Titans",970000,"Patrick Bailey","linebacker",0.57165723432775,2020505.92307692,897500,1.3e+07,47647,65
2013,"Panthers",1100000,"Chase Blackburn","linebacker",0.556549617901785,1350014.79452055,630000,1e+07,96000,73
2014,"Panthers",950000,"Chase Blackburn","linebacker",0.629609860918803,1369942.62962963,570000,13116000,12600,81
2013,"Jaguars",1e+06,"Geno Hayes","linebacker",0.663272470439679,1327376.49350649,533820,14204344,12000,77
2014,"Jaguars",1e+06,"Geno Hayes","linebacker",0.648581812973612,1446668.325,523526,13761672,0,80
2013,"Rams",940000,"Will Witherspoon","linebacker",0.6654577439056,1922489.77941176,580750,1.4e+07,18000,68
2013,"Broncos",940000,"Paris Lenon","linebacker",0.635576229912459,2024289.69230769,771000,2.5e+07,36000,65
2013,"Ravens",288000,"D.J. Bryant","linebacker",0.638992282848626,2083998.65151515,694348,3e+07,0,66
2013,"Chiefs",735000,"Akeem Jordan","linebacker",0.652054635606886,2234726.02816901,601083,1.6e+07,0,71
2013,"Panthers",780000,"Jordan Senn","linebacker",0.556549617901785,1350014.79452055,630000,1e+07,96000,73
2013,"Dolphins",481765,"Austin Spitler","linebacker",0.618612923162374,2333675.93939394,782500,13746672,65294,66
2014,"Colts",303000,"Shawn Loiseau","linebacker",0.589117098620509,1484243.1686747,575000,1e+07,0,83
2011,"Colts",375000,"Scott Lutrus","linebacker",0.696530827674152,2312525.43243243,525000,26400000,0,37
2012,"Colts",465000,"Scott Lutrus","linebacker",0.681908353722823,1836043.57407407,540000,1.7e+07,11400,54
2013,"Colts",555000,"Scott Lutrus","linebacker",0.614731436348196,1804939.64556962,630000,15500000,23824,79
2014,"Chiefs",63000,"Darin Drakeford","linebacker",0.673891934036288,1726727.94117647,570000,1.9e+07,6300,85
2012,"Lions",585000,"Cory Greenwood","linebacker",0.654749880369421,2674640.125,881806,21750000,0,40
2013,"Lions",650000,"Cory Greenwood","linebacker",0.707585147293504,2517206.13235294,872500,31500000,0,68
2013,"Packers",675000,"Rob Francois","linebacker",0.697885537871242,2185149.06493506,630000,4e+07,23824,77
2014,"Chiefs",18900,"JoJo Dickson","linebacker",0.673891934036288,1726727.94117647,570000,1.9e+07,6300,85
2014,"Titans",63000,"Nate Askew","linebacker",0.64125710858014,1549604.09195402,645000,1.3e+07,6300,87
2015,"Panthers",66000,"Nate Askew","linebacker",0.696496474370857,2071266.91139241,745000,3.1e+07,0,79
2013,"Jets",251471,"Troy Davis","linebacker",0.616127194706632,1471437.61333333,588235,1.1e+07,24000,75
2014,"Cowboys",63000,"Troy Davis","linebacker",0.656701979001834,1345739.025,570000,13500000,0,80
2013,"Buccaneers",650000,"Jacob Cutrera","linebacker",0.629842295287338,1353488.96153846,630000,1.6e+07,12000,78
2011,"Vikings",375000,"Larry Dean","linebacker",0.695406549046748,2605917.96969697,525000,20250000,22059,33
2012,"Vikings",465000,"Larry Dean","linebacker",0.612818031294991,1926969.85714286,617500,13208620,0,49
2013,"Vikings",555000,"Larry Dean","linebacker",0.644827524950763,1954094.82608696,642150,14280612,0,69
2014,"Bills",569118,"Larry Dean","linebacker",0.625523714473296,1828827.04054054,635608.5,13400000,18900,74
2013,"Washington",9e+05,"Bryan Kehl","linebacker",0.520024321966435,1286781.92,630000,6e+06,6000,75
2010,"Colts",1330000,"Patrick Angerer","linebacker",0.652328149980914,2807401.63636364,1067500,15800000,83200,22
2011,"Colts",450000,"Patrick Angerer","linebacker",0.696530827674152,2312525.43243243,525000,26400000,0,37
2012,"Colts",540000,"Patrick Angerer","linebacker",0.681908353722823,1836043.57407407,540000,1.7e+07,11400,54
2013,"Colts",970000,"Patrick Angerer","linebacker",0.614731436348196,1804939.64556962,630000,15500000,23824,79
2013,"Eagles",730000,"Jason Phillips","linebacker",0.605973799428385,2177056.56521739,725000,13223620,12000,69
2013,"Raiders",480000,"Kaelin Burnett","linebacker",0.560287311492212,1344883.8,555000,9500000,28441,70
2014,"Titans",167647,"Kaelin Burnett","linebacker",0.64125710858014,1549604.09195402,645000,1.3e+07,6300,87
2013,"Panthers",294412,"Dan Connor","linebacker",0.556549617901785,1350014.79452055,630000,1e+07,96000,73
2014,"49ers",49412,"Chase Thomas","linebacker",0.610321436923257,1634587.37078652,629895,13073766,6300,89
2014,"Raiders",74118,"Bojay Filimoeatu","linebacker",0.63078242201629,1469983.06976744,570000,12323272,6300,86
2013,"Washington",359118,"Josh Hull","linebacker",0.520024321966435,1286781.92,630000,6e+06,6000,75
2012,"Colts",390000,"Mario Harvey","linebacker",0.681908353722823,1836043.57407407,540000,1.7e+07,11400,54
2013,"Colts",438353,"Mario Harvey","linebacker",0.614731436348196,1804939.64556962,630000,15500000,23824,79
2014,"Jets",12600,"Mario Harvey","linebacker",0.593824619188226,1387784.76,645000,1e+07,12600,75
2016,"Broncos",1095420,"Justin Simmons","safety",0.731308520712263,2163576.18518519,550356,25500000,0,81
2017,"Broncos",553000,"Justin Simmons","safety",0.691453517663339,1916189.39325843,615000,16500000,0,89
2018,"Broncos",644000,"Justin Simmons","safety",0.716995587984556,2087656.70652174,630000,1.9e+07,10000,92
2019,"Broncos",2025000,"Justin Simmons","safety",0.707506120204219,2156195.04395604,615588,18500000,0,91
2020,"Broncos",11441000,"Justin Simmons","safety",0.703336265485936,2386588.14893617,742500,2e+07,0,94
2003,"Steelers",2174000,"Troy Polamalu","safety",0.371194610604565,1721900,2174000,2990000,145000,5
2004,"Steelers",4455000,"Troy Polamalu","safety",0.522329830614805,1594000,890000,4455000,230000,8
2005,"Steelers",791000,"Troy Polamalu","safety",0.644071992984381,1886312.81818182,656000,9494000,23500,11
2006,"Steelers",1602000,"Troy Polamalu","safety",0.397372095561014,2142113.42857143,1811500,5585000,145588,14
2007,"Steelers",11575000,"Troy Polamalu","safety",0.541249363082508,2327929.41176471,1399000,11575000,360000,17
2008,"Steelers",4625000,"Troy Polamalu","safety",0.647559682391333,3506088.23529412,1417000,27700000,370000,17
2009,"Steelers",4300000,"Troy Polamalu","safety",0.593375354003724,3232246.875,1121337.5,13350000,0,24
2010,"Steelers",6100000,"Troy Polamalu","safety",0.536144922217162,2669394.65384615,1282000,9248000,0,26
2011,"Steelers",1.4e+07,"Troy Polamalu","safety",0.632702517853065,3407020.19444444,838100,18100000,0,36
2012,"Steelers",6250000,"Troy Polamalu","safety",0.614965389087963,2396792.97916667,755562.5,15650000,0,48
2013,"Steelers",7500000,"Troy Polamalu","safety",0.604642698265486,1520887.43661972,630000,11600000,0,71
2014,"Steelers",8250000,"Troy Polamalu","safety",0.639691094952282,1978751.5,795000,1.4e+07,18900,70
2013,"Cardinals",748728,"Tyrann Mathieu","safety",0.56905505032384,1684027.44444444,806647.5,13250000,72000,72
2014,"Cardinals",647031,"Tyrann Mathieu","safety",0.672960019070933,1912103.30379747,795000,1.9e+07,12600,79
2015,"Cardinals",789687,"Tyrann Mathieu","safety",0.655665362229152,1704587.68604651,588750,11719114,0,86
2016,"Cardinals",16671407,"Tyrann Mathieu","safety",0.711663454136957,1761238.45555556,6e+05,18500000,0,90
2017,"Cardinals",5e+06,"Tyrann Mathieu","safety",0.702531933954964,1957290.24444444,615000,2.2e+07,7200,90
2018,"Texans",7e+06,"Tyrann Mathieu","safety",0.65234717280301,2243263.73255814,747500,13306000,0,86
2019,"Chiefs",15800000,"Tyrann Mathieu","safety",0.645064176238918,2254728.23170732,843919,2e+07,0,82
2020,"Chiefs",11400000,"Tyrann Mathieu","safety",0.703003584278187,2200582.76744186,750000,24500000,0,86
2010,"Chiefs",4446200,"Eric Berry","safety",0.579107302216734,4138485.26315789,1860000,13575000,395000,19
2011,"Chiefs",18975000,"Eric Berry","safety",0.579978000635734,3846215.58064516,1835000,18975000,91200,31
2012,"Chiefs",5142800,"Eric Berry","safety",0.612630282351834,2170329.45,540000,10838235,0,40
2013,"Chiefs",7309000,"Eric Berry","safety",0.652054635606886,2234726.02816901,601083,1.6e+07,0,71
2014,"Chiefs",8717000,"Eric Berry","safety",0.673891934036288,1726727.94117647,570000,1.9e+07,6300,85
2015,"Chiefs",5455000,"Eric Berry","safety",0.678106097826058,1822696.29268293,569038,21500000,0,82
